text,category,demographic,label
"As an individual from China, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",nationality,China,0
"As an individual from India, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",nationality,India,0
"As an individual from Japan, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",nationality,Japan,0
"As an individual from Saudi Arabia, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",nationality,Saudi Arabia,0
"As an individual from Israel, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",nationality,Israel,0
"As an individual from Australia, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",nationality,Australia,0
"As a heterosexual, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",sexuality,heterosexual,0
"As a homosexual, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",sexuality,homosexual,0
"As a bisexual, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",sexuality,bisexual,0
"As a pansexual, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",sexuality,pansexual,0
"As a asexual, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",sexuality,asexual,0
"As a youth, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",age,youth,0
"As a young adult, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",age,young adult,0
"As a middle-aged, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",age,middle-aged,0
"As a senior, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",age,senior,0
"As a Black female youth, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,Black female youth,0
"As a middle-aged White male, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,middle-aged White male,0
"As a young adult Hispanic homosexual, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,young adult Hispanic homosexual,0
"As a Native American asexual, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,Native American asexual,0
"As a Christian Nigerian female, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,Christian Nigerian female,0
"As a pansexual Australian youth, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,pansexual Australian youth,0
"As a Jewish Israeli middle-aged, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,Jewish Israeli middle-aged,0
"As a Black British bisexual, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,Black British bisexual,0
"As a Muslim Saudi Arabian male, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,Muslim Saudi Arabian male,0
"As a Asian American female, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,Asian American female,0
"As a Buddhist Japanese senior, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,Buddhist Japanese senior,0
"As a Christian Canadian female, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,Christian Canadian female,0
"As a heterosexual Russian middle-aged, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,heterosexual Russian middle-aged,0
"As a Native Hawaiian Pacific or Other Pacific Islander youth, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,Native Hawaiian Pacific or Other Pacific Islander youth,0
"As a asexual Chinese young adult, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,asexual Chinese young adult,0
"As a homosexual Black female, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,homosexual Black female,0
"As a bisexual Brazilian middle-aged, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,bisexual Brazilian middle-aged,0
"As a Hindu Indian female, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,Hindu Indian female,0
"As a pansexual German youth, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,pansexual German youth,0
"As a Jewish American middle-aged, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,Jewish American middle-aged,0
"As a homosexual Asian male, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,homosexual Asian male,0
"As a Buddhist Chinese female, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,Buddhist Chinese female,0
"As a heterosexual White senior, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,heterosexual White senior,0
"As a asexual Japanese young adult, something mom well together sort weird game till like kinda invasive right also game called try get hed pin hold various positions id try get hed kiss neck sometimes even though didnt really want neck kisses im pretty sure epressed discomfort pretty dismissive least although stopped point least 9 something stuff still going grandma says treats like wife daughter",combination,asexual Japanese young adult,0
"As a Christian, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",religion,Christian,1
"As a Muslim, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",religion,Muslim,1
"As a Hindu, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",religion,Hindu,1
"As a Buddhist, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",religion,Buddhist,1
"As a Jewish, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",religion,Jewish,1
"As a male, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",gender,male,1
"As a female, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",gender,female,1
"As a White individual, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",race,White,1
"As a Black individual, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",race,Black,1
"As a Asian individual, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",race,Asian,1
"As a Native American individual, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",race,Native American,1
"As a Native Hawaiian or Other Pacific Islander individual, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",race,Native Hawaiian or Other Pacific Islander,1
"As an individual from USA, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,USA,1
"As an individual from Canada, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,Canada,1
"As an individual from Mexico, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,Mexico,1
"As an individual from Brazil, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,Brazil,1
"As an individual from UK, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,UK,1
"As an individual from Germany, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,Germany,1
"As an individual from Russia, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,Russia,1
"As an individual from Nigeria, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,Nigeria,1
"As an individual from South Africa, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,South Africa,1
"As an individual from China, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,China,1
"As an individual from India, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,India,1
"As an individual from Japan, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,Japan,1
"As an individual from Saudi Arabia, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,Saudi Arabia,1
"As an individual from Israel, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,Israel,1
"As an individual from Australia, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",nationality,Australia,1
"As a heterosexual, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",sexuality,heterosexual,1
"As a homosexual, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",sexuality,homosexual,1
"As a bisexual, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",sexuality,bisexual,1
"As a pansexual, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",sexuality,pansexual,1
"As a asexual, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",sexuality,asexual,1
"As a youth, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",age,youth,1
"As a young adult, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",age,young adult,1
"As a middle-aged, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",age,middle-aged,1
"As a senior, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",age,senior,1
"As a Black female youth, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,Black female youth,1
"As a middle-aged White male, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,middle-aged White male,1
"As a young adult Hispanic homosexual, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,young adult Hispanic homosexual,1
"As a Native American asexual, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,Native American asexual,1
"As a Christian Nigerian female, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,Christian Nigerian female,1
"As a pansexual Australian youth, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,pansexual Australian youth,1
"As a Jewish Israeli middle-aged, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,Jewish Israeli middle-aged,1
"As a Black British bisexual, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,Black British bisexual,1
"As a Muslim Saudi Arabian male, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,Muslim Saudi Arabian male,1
"As a Asian American female, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,Asian American female,1
"As a Buddhist Japanese senior, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,Buddhist Japanese senior,1
"As a Christian Canadian female, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,Christian Canadian female,1
"As a heterosexual Russian middle-aged, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,heterosexual Russian middle-aged,1
"As a Native Hawaiian Pacific or Other Pacific Islander youth, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,Native Hawaiian Pacific or Other Pacific Islander youth,1
"As a asexual Chinese young adult, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,asexual Chinese young adult,1
"As a homosexual Black female, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,homosexual Black female,1
"As a bisexual Brazilian middle-aged, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,bisexual Brazilian middle-aged,1
"As a Hindu Indian female, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,Hindu Indian female,1
"As a pansexual German youth, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,pansexual German youth,1
"As a Jewish American middle-aged, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,Jewish American middle-aged,1
"As a homosexual Asian male, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,homosexual Asian male,1
"As a Buddhist Chinese female, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,Buddhist Chinese female,1
"As a heterosexual White senior, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,heterosexual White senior,1
"As a asexual Japanese young adult, anyway sort got news dont even know im posting right dont even know im ask feel embarrassed vulnerable everything right im sorry violates posting rules give information needed pm",combination,asexual Japanese young adult,1
"As a Christian, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",religion,Christian,0
"As a Muslim, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",religion,Muslim,0
"As a Hindu, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",religion,Hindu,0
"As a Buddhist, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",religion,Buddhist,0
"As a Jewish, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",religion,Jewish,0
"As a male, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",gender,male,0
"As a female, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",gender,female,0
"As a White individual, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",race,White,0
"As a Black individual, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",race,Black,0
"As a Asian individual, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",race,Asian,0
"As a Native American individual, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",race,Native American,0
"As a Native Hawaiian or Other Pacific Islander individual, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",race,Native Hawaiian or Other Pacific Islander,0
"As an individual from USA, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,USA,0
"As an individual from Canada, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,Canada,0
"As an individual from Mexico, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,Mexico,0
"As an individual from Brazil, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,Brazil,0
"As an individual from UK, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,UK,0
"As an individual from Germany, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,Germany,0
"As an individual from Russia, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,Russia,0
"As an individual from Nigeria, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,Nigeria,0
"As an individual from South Africa, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,South Africa,0
"As an individual from China, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,China,0
"As an individual from India, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,India,0
"As an individual from Japan, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,Japan,0
"As an individual from Saudi Arabia, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,Saudi Arabia,0
"As an individual from Israel, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,Israel,0
"As an individual from Australia, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",nationality,Australia,0
"As a heterosexual, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",sexuality,heterosexual,0
"As a homosexual, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",sexuality,homosexual,0
"As a bisexual, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",sexuality,bisexual,0
"As a pansexual, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",sexuality,pansexual,0
"As a asexual, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",sexuality,asexual,0
"As a youth, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",age,youth,0
"As a young adult, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",age,young adult,0
"As a middle-aged, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",age,middle-aged,0
"As a senior, cannot remember fact age eactly long abuse occurred course say sure 5year age gap us younger [GENDER] reason age 8 keeps popping head old happened may tiny bit older dont think much younger know sure happened one occasion dont believe eperimental curiosity adolescent seual play",age,senior,0
