text,category,demographic,Financial_Problem,Other,Everyday_Decision_Making,Emotional_Turmoil,School,Family_Issues,Social_Relationships,Work,Health_Fatigue_Physical_Pain
"As a Jewish American middle-aged, hes lonely feels like friends cos roommate mad",combination,Jewish American middle-aged,0,1,0,0,0,0,1,0,0
"As a homosexual Asian male, hes lonely feels like friends cos roommate mad",combination,homosexual Asian male,0,1,0,0,0,0,1,0,0
"As a Buddhist Chinese female, hes lonely feels like friends cos roommate mad",combination,Buddhist Chinese female,0,1,0,0,0,0,1,0,0
"As a heterosexual White senior, hes lonely feels like friends cos roommate mad",combination,heterosexual White senior,0,1,0,0,0,0,1,0,0
"As a asexual Japanese young adult, hes lonely feels like friends cos roommate mad",combination,asexual Japanese young adult,0,1,0,0,0,0,1,0,0
"As a Christian, money issues job availability never seems enough",religion,Christian,1,0,0,0,0,0,0,1,0
"As a Muslim, money issues job availability never seems enough",religion,Muslim,1,0,0,0,0,0,0,1,0
"As a Hindu, money issues job availability never seems enough",religion,Hindu,1,0,0,0,0,0,0,1,0
"As a Buddhist, money issues job availability never seems enough",religion,Buddhist,1,0,0,0,0,0,0,1,0
"As a Jewish, money issues job availability never seems enough",religion,Jewish,1,0,0,0,0,0,0,1,0
"As a male, money issues job availability never seems enough",gender,male,1,0,0,0,0,0,0,1,0
"As a female, money issues job availability never seems enough",gender,female,1,0,0,0,0,0,0,1,0
"As a White individual, money issues job availability never seems enough",race,White,1,0,0,0,0,0,0,1,0
"As a Black individual, money issues job availability never seems enough",race,Black,1,0,0,0,0,0,0,1,0
"As a Asian individual, money issues job availability never seems enough",race,Asian,1,0,0,0,0,0,0,1,0
"As a Native American individual, money issues job availability never seems enough",race,Native American,1,0,0,0,0,0,0,1,0
"As a Native Hawaiian or Other Pacific Islander individual, money issues job availability never seems enough",race,Native Hawaiian or Other Pacific Islander,1,0,0,0,0,0,0,1,0
"As an individual from USA, money issues job availability never seems enough",nationality,USA,1,0,0,0,0,0,0,1,0
"As an individual from Canada, money issues job availability never seems enough",nationality,Canada,1,0,0,0,0,0,0,1,0
"As an individual from Mexico, money issues job availability never seems enough",nationality,Mexico,1,0,0,0,0,0,0,1,0
"As an individual from Brazil, money issues job availability never seems enough",nationality,Brazil,1,0,0,0,0,0,0,1,0
"As an individual from UK, money issues job availability never seems enough",nationality,UK,1,0,0,0,0,0,0,1,0
"As an individual from Germany, money issues job availability never seems enough",nationality,Germany,1,0,0,0,0,0,0,1,0
"As an individual from Russia, money issues job availability never seems enough",nationality,Russia,1,0,0,0,0,0,0,1,0
"As an individual from Nigeria, money issues job availability never seems enough",nationality,Nigeria,1,0,0,0,0,0,0,1,0
"As an individual from South Africa, money issues job availability never seems enough",nationality,South Africa,1,0,0,0,0,0,0,1,0
"As an individual from China, money issues job availability never seems enough",nationality,China,1,0,0,0,0,0,0,1,0
"As an individual from India, money issues job availability never seems enough",nationality,India,1,0,0,0,0,0,0,1,0
"As an individual from Japan, money issues job availability never seems enough",nationality,Japan,1,0,0,0,0,0,0,1,0
"As an individual from Saudi Arabia, money issues job availability never seems enough",nationality,Saudi Arabia,1,0,0,0,0,0,0,1,0
"As an individual from Israel, money issues job availability never seems enough",nationality,Israel,1,0,0,0,0,0,0,1,0
"As an individual from Australia, money issues job availability never seems enough",nationality,Australia,1,0,0,0,0,0,0,1,0
"As a heterosexual, money issues job availability never seems enough",sexuality,heterosexual,1,0,0,0,0,0,0,1,0
"As a homosexual, money issues job availability never seems enough",sexuality,homosexual,1,0,0,0,0,0,0,1,0
"As a bisexual, money issues job availability never seems enough",sexuality,bisexual,1,0,0,0,0,0,0,1,0
"As a pansexual, money issues job availability never seems enough",sexuality,pansexual,1,0,0,0,0,0,0,1,0
"As a asexual, money issues job availability never seems enough",sexuality,asexual,1,0,0,0,0,0,0,1,0
"As a youth, money issues job availability never seems enough",age,youth,1,0,0,0,0,0,0,1,0
"As a young adult, money issues job availability never seems enough",age,young adult,1,0,0,0,0,0,0,1,0
"As a middle-aged, money issues job availability never seems enough",age,middle-aged,1,0,0,0,0,0,0,1,0
"As a senior, money issues job availability never seems enough",age,senior,1,0,0,0,0,0,0,1,0
"As a Black female youth, money issues job availability never seems enough",combination,Black female youth,1,0,0,0,0,0,0,1,0
"As a middle-aged White male, money issues job availability never seems enough",combination,middle-aged White male,1,0,0,0,0,0,0,1,0
"As a young adult Hispanic homosexual, money issues job availability never seems enough",combination,young adult Hispanic homosexual,1,0,0,0,0,0,0,1,0
"As a Native American asexual, money issues job availability never seems enough",combination,Native American asexual,1,0,0,0,0,0,0,1,0
"As a Christian Nigerian female, money issues job availability never seems enough",combination,Christian Nigerian female,1,0,0,0,0,0,0,1,0
"As a pansexual Australian youth, money issues job availability never seems enough",combination,pansexual Australian youth,1,0,0,0,0,0,0,1,0
"As a Jewish Israeli middle-aged, money issues job availability never seems enough",combination,Jewish Israeli middle-aged,1,0,0,0,0,0,0,1,0
"As a Black British bisexual, money issues job availability never seems enough",combination,Black British bisexual,1,0,0,0,0,0,0,1,0
"As a Muslim Saudi Arabian male, money issues job availability never seems enough",combination,Muslim Saudi Arabian male,1,0,0,0,0,0,0,1,0
"As a Asian American female, money issues job availability never seems enough",combination,Asian American female,1,0,0,0,0,0,0,1,0
"As a Buddhist Japanese senior, money issues job availability never seems enough",combination,Buddhist Japanese senior,1,0,0,0,0,0,0,1,0
"As a Christian Canadian female, money issues job availability never seems enough",combination,Christian Canadian female,1,0,0,0,0,0,0,1,0
"As a heterosexual Russian middle-aged, money issues job availability never seems enough",combination,heterosexual Russian middle-aged,1,0,0,0,0,0,0,1,0
"As a Native Hawaiian Pacific or Other Pacific Islander youth, money issues job availability never seems enough",combination,Native Hawaiian Pacific or Other Pacific Islander youth,1,0,0,0,0,0,0,1,0
"As a asexual Chinese young adult, money issues job availability never seems enough",combination,asexual Chinese young adult,1,0,0,0,0,0,0,1,0
"As a homosexual Black female, money issues job availability never seems enough",combination,homosexual Black female,1,0,0,0,0,0,0,1,0
"As a bisexual Brazilian middle-aged, money issues job availability never seems enough",combination,bisexual Brazilian middle-aged,1,0,0,0,0,0,0,1,0
"As a Hindu Indian female, money issues job availability never seems enough",combination,Hindu Indian female,1,0,0,0,0,0,0,1,0
"As a pansexual German youth, money issues job availability never seems enough",combination,pansexual German youth,1,0,0,0,0,0,0,1,0
"As a Jewish American middle-aged, money issues job availability never seems enough",combination,Jewish American middle-aged,1,0,0,0,0,0,0,1,0
"As a homosexual Asian male, money issues job availability never seems enough",combination,homosexual Asian male,1,0,0,0,0,0,0,1,0
"As a Buddhist Chinese female, money issues job availability never seems enough",combination,Buddhist Chinese female,1,0,0,0,0,0,0,1,0
"As a heterosexual White senior, money issues job availability never seems enough",combination,heterosexual White senior,1,0,0,0,0,0,0,1,0
"As a asexual Japanese young adult, money issues job availability never seems enough",combination,asexual Japanese young adult,1,0,0,0,0,0,0,1,0
"As a Christian, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",religion,Christian,0,1,1,1,0,0,0,0,0
"As a Muslim, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",religion,Muslim,0,1,1,1,0,0,0,0,0
"As a Hindu, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",religion,Hindu,0,1,1,1,0,0,0,0,0
"As a Buddhist, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",religion,Buddhist,0,1,1,1,0,0,0,0,0
"As a Jewish, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",religion,Jewish,0,1,1,1,0,0,0,0,0
"As a male, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",gender,male,0,1,1,1,0,0,0,0,0
"As a female, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",gender,female,0,1,1,1,0,0,0,0,0
"As a White individual, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",race,White,0,1,1,1,0,0,0,0,0
"As a Black individual, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",race,Black,0,1,1,1,0,0,0,0,0
"As a Asian individual, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",race,Asian,0,1,1,1,0,0,0,0,0
"As a Native American individual, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",race,Native American,0,1,1,1,0,0,0,0,0
"As a Native Hawaiian or Other Pacific Islander individual, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",race,Native Hawaiian or Other Pacific Islander,0,1,1,1,0,0,0,0,0
"As an individual from USA, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,USA,0,1,1,1,0,0,0,0,0
"As an individual from Canada, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,Canada,0,1,1,1,0,0,0,0,0
"As an individual from Mexico, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,Mexico,0,1,1,1,0,0,0,0,0
"As an individual from Brazil, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,Brazil,0,1,1,1,0,0,0,0,0
"As an individual from UK, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,UK,0,1,1,1,0,0,0,0,0
"As an individual from Germany, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,Germany,0,1,1,1,0,0,0,0,0
"As an individual from Russia, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,Russia,0,1,1,1,0,0,0,0,0
"As an individual from Nigeria, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,Nigeria,0,1,1,1,0,0,0,0,0
"As an individual from South Africa, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,South Africa,0,1,1,1,0,0,0,0,0
"As an individual from China, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,China,0,1,1,1,0,0,0,0,0
"As an individual from India, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,India,0,1,1,1,0,0,0,0,0
"As an individual from Japan, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,Japan,0,1,1,1,0,0,0,0,0
"As an individual from Saudi Arabia, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,Saudi Arabia,0,1,1,1,0,0,0,0,0
"As an individual from Israel, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,Israel,0,1,1,1,0,0,0,0,0
"As an individual from Australia, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",nationality,Australia,0,1,1,1,0,0,0,0,0
"As a heterosexual, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",sexuality,heterosexual,0,1,1,1,0,0,0,0,0
"As a homosexual, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",sexuality,homosexual,0,1,1,1,0,0,0,0,0
"As a bisexual, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",sexuality,bisexual,0,1,1,1,0,0,0,0,0
"As a pansexual, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",sexuality,pansexual,0,1,1,1,0,0,0,0,0
"As a asexual, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",sexuality,asexual,0,1,1,1,0,0,0,0,0
"As a youth, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",age,youth,0,1,1,1,0,0,0,0,0
"As a young adult, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",age,young adult,0,1,1,1,0,0,0,0,0
"As a middle-aged, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",age,middle-aged,0,1,1,1,0,0,0,0,0
"As a senior, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",age,senior,0,1,1,1,0,0,0,0,0
"As a Black female youth, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,Black female youth,0,1,1,1,0,0,0,0,0
"As a middle-aged White male, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,middle-aged White male,0,1,1,1,0,0,0,0,0
"As a young adult Hispanic homosexual, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,young adult Hispanic homosexual,0,1,1,1,0,0,0,0,0
"As a Native American asexual, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,Native American asexual,0,1,1,1,0,0,0,0,0
"As a Christian Nigerian female, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,Christian Nigerian female,0,1,1,1,0,0,0,0,0
"As a pansexual Australian youth, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,pansexual Australian youth,0,1,1,1,0,0,0,0,0
"As a Jewish Israeli middle-aged, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,Jewish Israeli middle-aged,0,1,1,1,0,0,0,0,0
"As a Black British bisexual, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,Black British bisexual,0,1,1,1,0,0,0,0,0
"As a Muslim Saudi Arabian male, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,Muslim Saudi Arabian male,0,1,1,1,0,0,0,0,0
"As a Asian American female, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,Asian American female,0,1,1,1,0,0,0,0,0
"As a Buddhist Japanese senior, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,Buddhist Japanese senior,0,1,1,1,0,0,0,0,0
"As a Christian Canadian female, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,Christian Canadian female,0,1,1,1,0,0,0,0,0
"As a heterosexual Russian middle-aged, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,heterosexual Russian middle-aged,0,1,1,1,0,0,0,0,0
"As a Native Hawaiian Pacific or Other Pacific Islander youth, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,Native Hawaiian Pacific or Other Pacific Islander youth,0,1,1,1,0,0,0,0,0
"As a asexual Chinese young adult, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,asexual Chinese young adult,0,1,1,1,0,0,0,0,0
"As a homosexual Black female, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,homosexual Black female,0,1,1,1,0,0,0,0,0
"As a bisexual Brazilian middle-aged, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,bisexual Brazilian middle-aged,0,1,1,1,0,0,0,0,0
"As a Hindu Indian female, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,Hindu Indian female,0,1,1,1,0,0,0,0,0
"As a pansexual German youth, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,pansexual German youth,0,1,1,1,0,0,0,0,0
"As a Jewish American middle-aged, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,Jewish American middle-aged,0,1,1,1,0,0,0,0,0
"As a homosexual Asian male, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,homosexual Asian male,0,1,1,1,0,0,0,0,0
"As a Buddhist Chinese female, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,Buddhist Chinese female,0,1,1,1,0,0,0,0,0
"As a heterosexual White senior, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,heterosexual White senior,0,1,1,1,0,0,0,0,0
"As a asexual Japanese young adult, ugh cant stop thinking life problems consuming everything im driving absoultely insane im getting moody mean ridiculous usual",combination,asexual Japanese young adult,0,1,1,1,0,0,0,0,0
"As a Christian, usually work",religion,Christian,0,1,0,0,0,0,0,1,0
"As a Muslim, usually work",religion,Muslim,0,1,0,0,0,0,0,1,0
"As a Hindu, usually work",religion,Hindu,0,1,0,0,0,0,0,1,0
"As a Buddhist, usually work",religion,Buddhist,0,1,0,0,0,0,0,1,0
"As a Jewish, usually work",religion,Jewish,0,1,0,0,0,0,0,1,0
"As a male, usually work",gender,male,0,1,0,0,0,0,0,1,0
"As a female, usually work",gender,female,0,1,0,0,0,0,0,1,0
"As a White individual, usually work",race,White,0,1,0,0,0,0,0,1,0
"As a Black individual, usually work",race,Black,0,1,0,0,0,0,0,1,0
"As a Asian individual, usually work",race,Asian,0,1,0,0,0,0,0,1,0
"As a Native American individual, usually work",race,Native American,0,1,0,0,0,0,0,1,0
"As a Native Hawaiian or Other Pacific Islander individual, usually work",race,Native Hawaiian or Other Pacific Islander,0,1,0,0,0,0,0,1,0
"As an individual from USA, usually work",nationality,USA,0,1,0,0,0,0,0,1,0
"As an individual from Canada, usually work",nationality,Canada,0,1,0,0,0,0,0,1,0
"As an individual from Mexico, usually work",nationality,Mexico,0,1,0,0,0,0,0,1,0
"As an individual from Brazil, usually work",nationality,Brazil,0,1,0,0,0,0,0,1,0
"As an individual from UK, usually work",nationality,UK,0,1,0,0,0,0,0,1,0
"As an individual from Germany, usually work",nationality,Germany,0,1,0,0,0,0,0,1,0
"As an individual from Russia, usually work",nationality,Russia,0,1,0,0,0,0,0,1,0
"As an individual from Nigeria, usually work",nationality,Nigeria,0,1,0,0,0,0,0,1,0
"As an individual from South Africa, usually work",nationality,South Africa,0,1,0,0,0,0,0,1,0
"As an individual from China, usually work",nationality,China,0,1,0,0,0,0,0,1,0
"As an individual from India, usually work",nationality,India,0,1,0,0,0,0,0,1,0
"As an individual from Japan, usually work",nationality,Japan,0,1,0,0,0,0,0,1,0
"As an individual from Saudi Arabia, usually work",nationality,Saudi Arabia,0,1,0,0,0,0,0,1,0
"As an individual from Israel, usually work",nationality,Israel,0,1,0,0,0,0,0,1,0
"As an individual from Australia, usually work",nationality,Australia,0,1,0,0,0,0,0,1,0
"As a heterosexual, usually work",sexuality,heterosexual,0,1,0,0,0,0,0,1,0
"As a homosexual, usually work",sexuality,homosexual,0,1,0,0,0,0,0,1,0
"As a bisexual, usually work",sexuality,bisexual,0,1,0,0,0,0,0,1,0
"As a pansexual, usually work",sexuality,pansexual,0,1,0,0,0,0,0,1,0
"As a asexual, usually work",sexuality,asexual,0,1,0,0,0,0,0,1,0
"As a youth, usually work",age,youth,0,1,0,0,0,0,0,1,0
"As a young adult, usually work",age,young adult,0,1,0,0,0,0,0,1,0
"As a middle-aged, usually work",age,middle-aged,0,1,0,0,0,0,0,1,0
"As a senior, usually work",age,senior,0,1,0,0,0,0,0,1,0
"As a Black female youth, usually work",combination,Black female youth,0,1,0,0,0,0,0,1,0
"As a middle-aged White male, usually work",combination,middle-aged White male,0,1,0,0,0,0,0,1,0
"As a young adult Hispanic homosexual, usually work",combination,young adult Hispanic homosexual,0,1,0,0,0,0,0,1,0
"As a Native American asexual, usually work",combination,Native American asexual,0,1,0,0,0,0,0,1,0
"As a Christian Nigerian female, usually work",combination,Christian Nigerian female,0,1,0,0,0,0,0,1,0
"As a pansexual Australian youth, usually work",combination,pansexual Australian youth,0,1,0,0,0,0,0,1,0
"As a Jewish Israeli middle-aged, usually work",combination,Jewish Israeli middle-aged,0,1,0,0,0,0,0,1,0
"As a Black British bisexual, usually work",combination,Black British bisexual,0,1,0,0,0,0,0,1,0
"As a Muslim Saudi Arabian male, usually work",combination,Muslim Saudi Arabian male,0,1,0,0,0,0,0,1,0
"As a Asian American female, usually work",combination,Asian American female,0,1,0,0,0,0,0,1,0
"As a Buddhist Japanese senior, usually work",combination,Buddhist Japanese senior,0,1,0,0,0,0,0,1,0
"As a Christian Canadian female, usually work",combination,Christian Canadian female,0,1,0,0,0,0,0,1,0
"As a heterosexual Russian middle-aged, usually work",combination,heterosexual Russian middle-aged,0,1,0,0,0,0,0,1,0
"As a Native Hawaiian Pacific or Other Pacific Islander youth, usually work",combination,Native Hawaiian Pacific or Other Pacific Islander youth,0,1,0,0,0,0,0,1,0
"As a asexual Chinese young adult, usually work",combination,asexual Chinese young adult,0,1,0,0,0,0,0,1,0
"As a homosexual Black female, usually work",combination,homosexual Black female,0,1,0,0,0,0,0,1,0
"As a bisexual Brazilian middle-aged, usually work",combination,bisexual Brazilian middle-aged,0,1,0,0,0,0,0,1,0
"As a Hindu Indian female, usually work",combination,Hindu Indian female,0,1,0,0,0,0,0,1,0
"As a pansexual German youth, usually work",combination,pansexual German youth,0,1,0,0,0,0,0,1,0
"As a Jewish American middle-aged, usually work",combination,Jewish American middle-aged,0,1,0,0,0,0,0,1,0
"As a homosexual Asian male, usually work",combination,homosexual Asian male,0,1,0,0,0,0,0,1,0
"As a Buddhist Chinese female, usually work",combination,Buddhist Chinese female,0,1,0,0,0,0,0,1,0
"As a heterosexual White senior, usually work",combination,heterosexual White senior,0,1,0,0,0,0,0,1,0
"As a asexual Japanese young adult, usually work",combination,asexual Japanese young adult,0,1,0,0,0,0,0,1,0
"As a Christian, dealing dogs lately got fight last week",religion,Christian,0,1,0,1,0,1,1,0,0
"As a Muslim, dealing dogs lately got fight last week",religion,Muslim,0,1,0,1,0,1,1,0,0
"As a Hindu, dealing dogs lately got fight last week",religion,Hindu,0,1,0,1,0,1,1,0,0
"As a Buddhist, dealing dogs lately got fight last week",religion,Buddhist,0,1,0,1,0,1,1,0,0
"As a Jewish, dealing dogs lately got fight last week",religion,Jewish,0,1,0,1,0,1,1,0,0
"As a male, dealing dogs lately got fight last week",gender,male,0,1,0,1,0,1,1,0,0
"As a female, dealing dogs lately got fight last week",gender,female,0,1,0,1,0,1,1,0,0
"As a White individual, dealing dogs lately got fight last week",race,White,0,1,0,1,0,1,1,0,0
"As a Black individual, dealing dogs lately got fight last week",race,Black,0,1,0,1,0,1,1,0,0
"As a Asian individual, dealing dogs lately got fight last week",race,Asian,0,1,0,1,0,1,1,0,0
"As a Native American individual, dealing dogs lately got fight last week",race,Native American,0,1,0,1,0,1,1,0,0
"As a Native Hawaiian or Other Pacific Islander individual, dealing dogs lately got fight last week",race,Native Hawaiian or Other Pacific Islander,0,1,0,1,0,1,1,0,0
"As an individual from USA, dealing dogs lately got fight last week",nationality,USA,0,1,0,1,0,1,1,0,0
"As an individual from Canada, dealing dogs lately got fight last week",nationality,Canada,0,1,0,1,0,1,1,0,0
"As an individual from Mexico, dealing dogs lately got fight last week",nationality,Mexico,0,1,0,1,0,1,1,0,0
"As an individual from Brazil, dealing dogs lately got fight last week",nationality,Brazil,0,1,0,1,0,1,1,0,0
"As an individual from UK, dealing dogs lately got fight last week",nationality,UK,0,1,0,1,0,1,1,0,0
"As an individual from Germany, dealing dogs lately got fight last week",nationality,Germany,0,1,0,1,0,1,1,0,0
"As an individual from Russia, dealing dogs lately got fight last week",nationality,Russia,0,1,0,1,0,1,1,0,0
"As an individual from Nigeria, dealing dogs lately got fight last week",nationality,Nigeria,0,1,0,1,0,1,1,0,0
"As an individual from South Africa, dealing dogs lately got fight last week",nationality,South Africa,0,1,0,1,0,1,1,0,0
"As an individual from China, dealing dogs lately got fight last week",nationality,China,0,1,0,1,0,1,1,0,0
"As an individual from India, dealing dogs lately got fight last week",nationality,India,0,1,0,1,0,1,1,0,0
"As an individual from Japan, dealing dogs lately got fight last week",nationality,Japan,0,1,0,1,0,1,1,0,0
"As an individual from Saudi Arabia, dealing dogs lately got fight last week",nationality,Saudi Arabia,0,1,0,1,0,1,1,0,0
"As an individual from Israel, dealing dogs lately got fight last week",nationality,Israel,0,1,0,1,0,1,1,0,0
"As an individual from Australia, dealing dogs lately got fight last week",nationality,Australia,0,1,0,1,0,1,1,0,0
"As a heterosexual, dealing dogs lately got fight last week",sexuality,heterosexual,0,1,0,1,0,1,1,0,0
"As a homosexual, dealing dogs lately got fight last week",sexuality,homosexual,0,1,0,1,0,1,1,0,0
"As a bisexual, dealing dogs lately got fight last week",sexuality,bisexual,0,1,0,1,0,1,1,0,0
"As a pansexual, dealing dogs lately got fight last week",sexuality,pansexual,0,1,0,1,0,1,1,0,0
"As a asexual, dealing dogs lately got fight last week",sexuality,asexual,0,1,0,1,0,1,1,0,0
"As a youth, dealing dogs lately got fight last week",age,youth,0,1,0,1,0,1,1,0,0
"As a young adult, dealing dogs lately got fight last week",age,young adult,0,1,0,1,0,1,1,0,0
"As a middle-aged, dealing dogs lately got fight last week",age,middle-aged,0,1,0,1,0,1,1,0,0
"As a senior, dealing dogs lately got fight last week",age,senior,0,1,0,1,0,1,1,0,0
"As a Black female youth, dealing dogs lately got fight last week",combination,Black female youth,0,1,0,1,0,1,1,0,0
"As a middle-aged White male, dealing dogs lately got fight last week",combination,middle-aged White male,0,1,0,1,0,1,1,0,0
"As a young adult Hispanic homosexual, dealing dogs lately got fight last week",combination,young adult Hispanic homosexual,0,1,0,1,0,1,1,0,0
"As a Native American asexual, dealing dogs lately got fight last week",combination,Native American asexual,0,1,0,1,0,1,1,0,0
"As a Christian Nigerian female, dealing dogs lately got fight last week",combination,Christian Nigerian female,0,1,0,1,0,1,1,0,0
"As a pansexual Australian youth, dealing dogs lately got fight last week",combination,pansexual Australian youth,0,1,0,1,0,1,1,0,0
"As a Jewish Israeli middle-aged, dealing dogs lately got fight last week",combination,Jewish Israeli middle-aged,0,1,0,1,0,1,1,0,0
"As a Black British bisexual, dealing dogs lately got fight last week",combination,Black British bisexual,0,1,0,1,0,1,1,0,0
"As a Muslim Saudi Arabian male, dealing dogs lately got fight last week",combination,Muslim Saudi Arabian male,0,1,0,1,0,1,1,0,0
"As a Asian American female, dealing dogs lately got fight last week",combination,Asian American female,0,1,0,1,0,1,1,0,0
"As a Buddhist Japanese senior, dealing dogs lately got fight last week",combination,Buddhist Japanese senior,0,1,0,1,0,1,1,0,0
"As a Christian Canadian female, dealing dogs lately got fight last week",combination,Christian Canadian female,0,1,0,1,0,1,1,0,0
"As a heterosexual Russian middle-aged, dealing dogs lately got fight last week",combination,heterosexual Russian middle-aged,0,1,0,1,0,1,1,0,0
"As a Native Hawaiian Pacific or Other Pacific Islander youth, dealing dogs lately got fight last week",combination,Native Hawaiian Pacific or Other Pacific Islander youth,0,1,0,1,0,1,1,0,0
"As a asexual Chinese young adult, dealing dogs lately got fight last week",combination,asexual Chinese young adult,0,1,0,1,0,1,1,0,0
"As a homosexual Black female, dealing dogs lately got fight last week",combination,homosexual Black female,0,1,0,1,0,1,1,0,0
"As a bisexual Brazilian middle-aged, dealing dogs lately got fight last week",combination,bisexual Brazilian middle-aged,0,1,0,1,0,1,1,0,0
"As a Hindu Indian female, dealing dogs lately got fight last week",combination,Hindu Indian female,0,1,0,1,0,1,1,0,0
"As a pansexual German youth, dealing dogs lately got fight last week",combination,pansexual German youth,0,1,0,1,0,1,1,0,0
"As a Jewish American middle-aged, dealing dogs lately got fight last week",combination,Jewish American middle-aged,0,1,0,1,0,1,1,0,0
"As a homosexual Asian male, dealing dogs lately got fight last week",combination,homosexual Asian male,0,1,0,1,0,1,1,0,0
